id,Titel,Voornaam,Patroniem en tussenvoegsel,Achternaam,geslacht,Geportretteerd op,Geportretteerd op genormaliseerd,regent / kerkmeester,regent / kerkmeester genormaliseerd,lid/officier schutterij (vaandrigs vanaf 1650),lid/officier schutterij (vaandrigs vanaf 1650) genormaliseerd,functie in stadsregering,functie in stadsregering genormaliseerd,Elias,Dudok van Heel,Doop/geboren,Doop/geboren genormaliseerd,Doop/geboren te,DTB dopen,Begraven/overleden,Begraven/overleden genormaliseerd,Begraven/overleden te,DTB begraven,Getrouwd met,Getrouwd met genormaliseerd,Ondertrouw (+ leeftijd),Ondertrouw (+ leeftijd) genormaliseerd,DTB ondertrouw,Adres,Denominatie,Beroep,kohier 1585,kohier 1631,kohier 1674,Kohier 1742,Archief Hart,Associatie,Opmerkingen,Wikidata
1576,,Jacob Paul,,Certon,M,,,"1785 - NZHh 1785-1790, 1792, 93 Wwh A.",NZHh 1785-01-01|1785-12-31/1790-01-01|1790-12-31; NZHh 1792-01-01|1792-12-31/1793-01-01|1793-12-31; Wwh.A. 1792-01-01|1792-12-31/1793-01-01|1793-12-31,,,1790 C.,C. 1790-01-01|1790-12-31/1790-01-01|1790-12-31,,,,,,,1793-05-23,1793-05-23,,,,,,,,,,,,,,,,,,
1577,,Pieter Elias,,Charbon,M,,,,,1787 - luit. W. LVIII 1787-95,luit. W. LVIII 1787-01-01|1787-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,,Paulus,,Charlé,M,,,,,1795 - kap. W. XVI 1795,kap. W. XVI 1795-01-01|1795-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,,Petr. Paul,,Charlé,M,,,Lh 1801-1814 | 1812 (lijst),Lh 1801-01-01|1801-12-31/1814-01-01|1814-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lid raad der gemeente 1798,
1580,Mr.,Esaye,,Chatelain,M,,,"1795 - 1795, 96 Wwh D., NZHh 1802-1808, OMVGh 1808-1809†",Wwh.D. 1795-01-01|1795-12-31/1796-01-01|1796-12-31; NZHh 1802-01-01|1802-12-31/1808-01-01|1808-12-31; OMVGh 1808-01-01|1808-12-31/1809-01-01|1809-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,,Willem Jacob,,Chevalier,M,,,,,1750 - vaand. W. XLII 1750-68,vaand. W. XLII 1750-01-01|1750-12-31/1768-01-01|1768-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,,Matthias,,Christoffers,M,,,,,"1696 - vaand. W. L 1696-1703, luit. W. L 1703-17, kap. W. II 1717-20",vaand. W. L 1696-01-01|1696-12-31/1703-01-01|1703-12-31; luit. W. L 1703-01-01|1703-12-31/1717-01-01|1717-12-31; kap. W. II 1717-01-01|1717-12-31/1720-01-01|1720-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,,Frans,,Claes Heynensz,M,,,,,,,"1510 Sch.; 1525 R.; 1525, 27 B.",Sch. 1510-01-01|1510-12-31/1510-01-01|1510-12-31; R. 1525-01-01|1525-12-31/1525-01-01|1525-12-31; B. 1525-01-01|1525-12-31/1525-01-01|1525-12-31; B. 1527-01-01|1527-12-31/1527-01-01|1527-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,,Jan,,Claes 'in Hamburch',M,,,,,,,"1582, 1587, 1589, 1593, 1596, 1599, 1600 B.",B. 1582-01-01|1582-12-31/1582-01-01|1582-12-31; B. 1587-01-01|1587-12-31/1587-01-01|1587-12-31; B. 1589-01-01|1589-12-31/1589-01-01|1589-12-31; B. 1593-01-01|1593-12-31/1593-01-01|1593-12-31; B. 1596-01-01|1596-12-31/1596-01-01|1596-12-31; B. 1599-01-01|1599-12-31/1600-01-01|1600-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,,Gerrit,Mattheusz,Claesz,M,,,,,,,1537 Sch.; 1553 R.; 1554 B.,Sch. 1537-01-01|1537-12-31/1537-01-01|1537-12-31; R. 1553-01-01|1553-12-31/1553-01-01|1553-12-31; B. 1554-01-01|1554-12-31/1554-01-01|1554-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,,Doede,,Claesz,M,,,,,overm. Hd voor 1477,overm. Hd ?|1476-12-31/?|1476-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,,Evert,,Claesz,M,,,,,1579 - luit. W. V 1579,luit. W. V 1579-01-01|1579-12-31/1579-01-01|1579-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,,Jan Reynier,,Claesz,M,,,1616 - OZHh 1616-1621,OZHh 1616-01-01|1616-12-31/1621-01-01|1621-12-31,1620 - luit. W. VIII 1620-..,luit. W. VIII 1620-01-01|1620-12-31/1620-01-01|?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,,Reynier ,,Claesz,M,,,1581 - SJh 1581-1589,SJh 1581-01-01|1581-12-31/1589-01-01|1589-12-31,,,,,"dl. 1, p. 18",,,,,,,,,,,,,,,,,OZ Achterburgwal,025 (p. 35),,,,,,,
1590,Mr.,Ruysch,,Claesz,M,,,,,,,1578 Pens.,Pens. 1578-01-01|1578-12-31/1578-01-01|1578-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Mr.,P.,,Claesz Chirurg.,M,,,,,overm. Hd 1536,overm. Hd 1536-01-01|1536-12-31/1536-01-01|1536-12-31,,,,,,,,,,,,,,,,,,,,chirurgijn?,,,,,,,,
1592,,Gerrit,,Claesz Mattheusz,M,,,,,,,1542 Sch.; 1553 R.; 1554 B.,Sch. 1542-01-01|1542-12-31/1542-01-01|1542-12-31; R. 1553-01-01|1553-12-31/1553-01-01|1553-12-31; B. 1554-01-01|1554-12-31/1554-01-01|1554-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,,Dirck,,"Claesz, Jonghen",M,,,1512 - Gh 1512-1515,Gh 1512-01-01|1512-12-31/1515-01-01|1515-12-31,,,"1510 Sch.; 1516, 18, 19, 21, 22, 24, 26 B.",Sch. 1510-01-01|1510-12-31/1510-01-01|1510-12-31; B. 1516-01-01|1516-12-31/1516-01-01|1516-12-31; B. 1518-01-01|1518-12-31/1519-01-01|1519-12-31; B. 1521-01-01|1521-12-31/1522-01-01|1522-12-31; B. 1524-01-01|1524-12-31/1524-01-01|1524-12-31; B. 1526-01-01|1526-12-31/1526-01-01|1526-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,,Simon,,Claeszoon,M,,,1519 - NZHh 1519; km. N.K. 1523,NZHh 1519-01-01|1519-12-31/1519-01-01|1519-12-31; km. N.K. 1523-01-01|1523-12-31/1523-01-01|1523-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,Philippus,,Clairmont,M,,,,,1688 - vaand. W. XXX 1688-94,vaand. W. XXX 1688-01-01|1688-12-31/1694-01-01|1694-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,,Jan Hendrik,,Clant,M,,,,,1793 - vaand. W. XIX 1793-95,vaand. W. XIX 1793-01-01|1793-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,,Hendr. ,,Claus,M,,,1788 - Dh 1788-1793,Dh 1788-01-01|1788-12-31/1793-01-01|1793-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,Pieter,la,Clé,M,,,,,"1712 - vaand. W. L 1712-17, luit. W. L 1717-",vaand. W. L 1712-01-01|1712-12-31/1717-01-01|1717-12-31; luit. W. L 1717-01-01|1717-12-31/1717-01-01|?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,,Reinier,la,Clé,M,,,"1692 - NZHh 1692-1695, Gh 1695-1720†",NZHh 1692-01-01|1692-12-31/1695-01-01|1695-12-31; Gh 1695-01-01|1695-12-31/1720-01-01|1720-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,,Elbert,,Cleermont,M,,,,,"1683 - vaand. W. VII 1683-84, vaand. W. VIII 1684-94",vaand. W. VII 1683-01-01|1683-12-31/1684-01-01|1684-12-31; vaand. W. VIII 1684-01-01|1684-12-31/1694-01-01|1694-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,Abraham,,Clemens Jansz,M,,,,,"1736 - vaand. W. XLII 1736-45x, kap. W. LIV 1758-85",vaand. W. XLII 1736-01-01|1736-12-31/1745-01-01|1745-12-31; kap. W. LIV 1758-01-01|1758-12-31/1785-01-01|1785-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,,Jan,,Clement,M,,,"1497 - OZHh 1497, 1507",OZHh 1497-01-01|1497-12-31/1497-01-01|1497-12-31; OZHh 1507-01-01|1507-12-31/1507-01-01|1507-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,,Dirck,,Clercq,M,,,,,1712 - vaand. W. XIV 1712-22†,vaand. W. XIV 1712-01-01|1712-12-31/1722-01-01|1722-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,,Pieter,,Clicquet,M,,,,,1748 - kap. W. XIV 1748-59,kap. W. XIV 1748-01-01|1748-12-31/1759-01-01|1759-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Mr.,George,,Clifford,M,,,1787 km. Oz.K.,km. Oz.K. 1787-01-01|1787-12-31/1787-01-01|1787-12-31,1793 - kap. W. XXXIV 1793-95,kap. W. XXXIV 1793-01-01|1793-12-31/1795-01-01|1795-12-31,1791 C.,C. 1791-01-01|1791-12-31/1791-01-01|1791-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,,Isaac,,Clifford,M,,,,,1724 - vaand. W. LV 1724-39,vaand. W. LV 1724-01-01|1724-12-31/1739-01-01|1739-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,,Jan,,Clifford,M,,,,,"1734 - vaand. W. LVII 1734-36, luit. W. LVII 1736-43, kap. W. LVII 1743-48",vaand. W. LVII 1734-01-01|1734-12-31/1736-01-01|1736-12-31; luit. W. LVII 1736-01-01|1736-12-31/1743-01-01|1743-12-31; kap. W. LVII 1743-01-01|1743-12-31/1748-01-01|1748-12-31,"1743 Sch.; 1768, 71 B.",Sch. 1743-01-01|1743-12-31/1743-01-01|1743-12-31; B. 1768-01-01|1768-12-31/1768-01-01|1768-12-31; B. 1771-01-01|1771-12-31/1771-01-01|1771-12-31,"dl. 2, p. 883-884",,1710,1710-01-01/1710-12-31,,,1772,1772-01-01/1772-12-31,,,,,,,,,,,,,,,,,,Q62008891
1608,,Jan,,Clifford,M,,,1787-88 km. Oo.K.,km. Oo.K. 1787-01-01|1787-12-31/1788-01-01|1788-12-31,"1787 - vaand. W. X 1787-92, kap. W. XLI 1792-95",vaand. W. X 1787-01-01|1787-12-31/1792-01-01|1792-12-31; kap. W. XLI 1792-01-01|1792-12-31/1795-01-01|1795-12-31,1791 C.,C. 1791-01-01|1791-12-31/1791-01-01|1791-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,,Jan Albert,,Clifford,M,,,1766-69 km. Nz.K. (zelfde?),km. Nz.K. 1766-01-01|1766-12-31/1769-01-01|1769-12-31,,,1791 C.,C. 1791-01-01|1791-12-31/1791-01-01|1791-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Mr.,Pieter,,Clifford,M,,,,,,,"1738 Secr.; 1748 Sch.; 1758-88 R.; 1773, 76, 80, 84, 86, 87 B.",Secr. 1738-01-01|1738-12-31/1738-01-01|1738-12-31; Sch. 1748-01-01|1748-12-31/1748-01-01|1748-12-31; R. 1758-01-01|1758-12-31/1788-01-01|1788-12-31; B. 1773-01-01|1773-12-31/1773-01-01|1773-12-31; B. 1776-01-01|1776-12-31/1776-01-01|1776-12-31; B. 1780-01-01|1780-12-31/1780-01-01|1780-12-31; B. 1784-01-01|1784-12-31/1784-01-01|1784-12-31; B. 1786-01-01|1786-12-31/1787-01-01|1787-12-31,"379 - dl. 2, p. 912",,13 december 1712-3 februari 1788,1712-12-13,,,,1788-02-03,,,,,,,,,,secretaris,,,,"08000,- w56/3085",,,,Q57151167
1611,,Willem,,Clifford,M,,,,,,,1768 C.,C. 1768-01-01|1768-12-31/1768-01-01|1768-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,,Pieter,,Clifford Georgesz,M,,,1784-86 km. Oz.K.,km. Oz.K. 1784-01-01|1784-12-31/1786-01-01|1786-12-31,,,1786 C.; 1791 Sch.,C. 1786-01-01|1786-12-31/1786-01-01|1786-12-31; Sch. 1791-01-01|1791-12-31/1791-01-01|1791-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,,George,,Clifford Hendriksz,M,,,1769-70 km. A.K.,km. A.K. 1769-01-01|1769-12-31/1770-01-01|1770-12-31,,,1770 Sch.,Sch. 1770-01-01|1770-12-31/1770-01-01|1770-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,,Pieter,,Clifford Jansz,M,,,,,,,1770 C.,C. 1770-01-01|1770-12-31/1770-01-01|1770-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,,George,,Clifford Junior,M,,,1745-48 km. E.K.,km. E.K. 1745-01-01|1745-12-31/1748-01-01|1748-12-31,1747 - kap. W. XXXVIII 1747-48,kap. W. XXXVIII 1747-01-01|1747-12-31/1748-01-01|1748-12-31,1748-57 R.; 1749 Sch.,R. 1748-01-01|1748-12-31/1757-01-01|1757-12-31; Sch. 1749-01-01|1749-12-31/1749-01-01|1749-12-31,"365 - dl. 2, p. 880 ",,17 maart 1708-5 december 1757,1708-03-17,,,,1757-12-05,,,,,,,,,,,,,,"15000,- w57/3861",,,,Q57151165
1616,Mr.,George,,Clifford Pietersz,M,,,"1760-68 km. No.K., OMVGh 1768-1772",km. No.K. 1760-01-01|1760-12-31/1768-01-01|1768-12-31; OMVGh 1768-01-01|1768-12-31/1772-01-01|1772-12-31,,,1766 Sch.; 1776 Secr.,Sch. 1766-01-01|1766-12-31/1766-01-01|1766-12-31; Secr. 1776-01-01|1776-12-31/1776-01-01|1776-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,,Jan,,Clifton,M,,,,,1672 - vaand. W. XXVIII 1672-75,vaand. W. XXVIII 1672-01-01|1672-12-31/1675-01-01|1675-12-31,1701 Secr.?,Secr. 1701-01-01|1701-12-31/1701-01-01|1701-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,,Hendrik,,Clockener,M,,,1762 - Zwh 1762-(1795b),Zwh 1762-01-01|1762-12-31/1795-01-01|1795-12-31,1753 - vaand. W. VII 1753-58,vaand. W. VII 1753-01-01|1753-12-31/1758-01-01|1758-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,,Isak,,Clockener,M,,,,,1748 - luit. W. XI 1748,luit. W. XI 1748-01-01|1748-12-31/1748-01-01|1748-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,,Pieter,,Clockener,M,,,,,"1744 - vaand. W. V 1744-47, luit. W. V 1748, kap. W. V 1748-87",vaand. W. V 1744-01-01|1744-12-31/1747-01-01|1747-12-31; luit. W. V 1748-01-01|1748-12-31/1748-01-01|1748-12-31; kap. W. V 1748-01-01|1748-12-31/1787-01-01|1787-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,,Claes,Claesz,Cloeck,M,,,"1522 - NZHh 1522, Gh 1525",NZHh 1522-01-01|1522-12-31/1522-01-01|1522-12-31; Gh 1525-01-01|1525-12-31/1525-01-01|1525-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,,Floris ,Claesz,Cloeck,M,,,1584 - Gh 1584-1601,Gh 1584-01-01|1584-12-31/1601-01-01|1601-12-31,,,,,"dl. 1, p. 396",,1540 ca.,1538-01-01/1542-12-31,,,1622,1622-01-01/1622-12-31,,,,,,,,"OZ Achterburgwal, westzijde, later OZ Voorburgwal of Bierkaai",,koopman,030 (p. 34),,,,,,,
1623,,Jan,Claesz,Cloeck,M,,,1596 - Sph 1596-1598,Sph 1596-01-01|1596-12-31/1598-01-01|1598-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,,Jacob,Hendricksz,Cloeck,M,,,1623 - Sph 1623,Sph 1623-01-01|1623-12-31/1623-01-01|1623-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Mr.,Cornelis,,Cloeck,M,,,,,"1650 - vaand. W. XXX 1650-56, kap. W. XIII 1669-72, kap. W. XXI 1672-81, kap. W. XIII 1681-84, kap. W. XXI 1684-85",vaand. W. XXX 1650-01-01|1650-12-31/1656-01-01|1656-12-31; kap. W. XIII 1669-01-01|1669-12-31/1672-01-01|1672-12-31; kap. W. XXI 1672-01-01|1672-12-31/1681-01-01|1681-12-31; kap. W. XIII 1681-01-01|1681-12-31/1684-01-01|1684-12-31; kap. W. XXI 1684-01-01|1684-12-31/1685-01-01|1685-12-31,1659 C.; 1681-93 R.; 1660 Sch.,C. 1659-01-01|1659-12-31/1659-01-01|1659-12-31; R. 1681-01-01|1681-12-31/1693-01-01|1693-12-31; Sch. 1660-01-01|1660-12-31/1660-01-01|1660-12-31,"232 - dl. 2, p. 594",,1622-12 april 1693,1622-01-01/1622-12-31,,,,1693-04-12,,,"Houve, Johanna van der",Johanna van der Houve (?),1656-1-11 (34),1656-1-11 (34),,,,comm huw zaken,,,"f 700,- M/f565 + f 25,- W58/544v + f 10,- R/f606",,,,,Q57151171
1626,Mr. ,Floris,,Cloeck,M,,,,,"1669 - vaand. W. XXX 1669-72, luit. W. XXX 1672-73, kap. W. XXX 1673-81, kap. W. XIV 1681-84, kap. W. XXX 1684-91",vaand. W. XXX 1669-01-01|1669-12-31/1672-01-01|1672-12-31; luit. W. XXX 1672-01-01|1672-12-31/1673-01-01|1673-12-31; kap. W. XXX 1673-01-01|1673-12-31/1681-01-01|1681-12-31; kap. W. XIV 1681-01-01|1681-12-31/1684-01-01|1684-12-31; kap. W. XXX 1684-01-01|1684-12-31/1691-01-01|1691-12-31,,,,,,,,,,,,,,,,,,,,,,,"030.000 - f150,- W 30/f288",,,,,
1627,Mr. ,Henrick ,,Cloeck,M,,,,,1661 - luit. W. XXX 1661-63,luit. W. XXX 1661-01-01|1661-12-31/1663-01-01|1663-12-31,,,,,1633,1633-01-01/1633-12-31,,,1670,1670-01-01/1670-12-31,Den Haag,,1633 Anna Pers,Anna Pers (1633),,,,,,"advocaat tot 1667, daarna raadsheer in Den Haag",,,,,,,,
1628,Mr.,Jan,,Cloeck,M,,,,,,,1650 Secr.,Secr. 1650-01-01|1650-12-31/1650-01-01|1650-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Mr.,Nanning,,Cloeck,M,,,1670 - Dh 1670-1672,Dh 1670-01-01|1670-12-31/1672-01-01|1672-12-31,"1670 - luit. W. XV 1670-73, kap. W. V. 1673-76",luit. W. XV 1670-01-01|1670-12-31/1673-01-01|1673-12-31; kap. W. V. 1673-01-01|1673-12-31/1676-01-01|1676-12-31,1672 Sch.; 1674-1702 R.,Sch. 1672-01-01|1672-12-31/1672-01-01|1672-12-31; R. 1674-01-01|1674-12-31/1702-01-01|1702-12-31,"217 - dl. 2, p. 578 ",,1643-26 juli 1702,1643-01-01/1643-12-31,,,,1702-07-26,,,"Ranst, Constantia",Constantia Ranst (?),1670-4-15 (27),1670-4-15 (27),,,,,,,"005.000 - f25,- W R/f605v",,,,,Q57151176
1630,Mr.,Pieter,,Cloeck,M,,,,,,,1649-67 R.,R. 1649-01-01|1649-12-31/1667-01-01|1667-12-31,"155 - dl. 1, p. 450 ",,7 januari 1589-5 december 1667,1589-01-07,,,,1667-12-05,,,"Noyen, Margaretha (1); Johanna Hooft (2)",Margaretha Noyen (?); Johanna Hooft (?),1612-7-8 (1 - 23); 1615-6-28 (2),1612-7-8 (1 - 23); 1615-6-28 (2),,,,,,,,,,,,Q110939153
1631,,Pieter,,Cloeck,M,,,1663 - Dh 1663,Dh 1663-01-01|1663-12-31/1663-01-01|1663-12-31,"1656 - vaand. W. XXX 1656-63, luit. W. XXX 1663-72, kap. W. XXX 1672-73",vaand. W. XXX 1656-01-01|1656-12-31/1663-01-01|1663-12-31; luit. W. XXX 1663-01-01|1663-12-31/1672-01-01|1672-12-31; kap. W. XXX 1672-01-01|1672-12-31/1673-01-01|1673-12-31,1664 C.,C. 1664-01-01|1664-12-31/1664-01-01|1664-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,,Pieter,van der ,Cloet,M,,,,,1748 - vaand. W. XLVIII 1748-50,vaand. W. XLVIII 1748-01-01|1748-12-31/1750-01-01|1750-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,,Claes,Jansz,Clopper,M,,,1654 - Sph NWh 1654-1666,SphNWh 1654-01-01|1654-12-31/1666-01-01|1666-12-31,1658 - vaand. W. LI 1658-63,vaand. W. LI 1658-01-01|1658-12-31/1663-01-01|1663-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,,Abraham ,,Cluyver,M,,,,,1795 - luit. W. XLIV 1795,luit. W. XLIV 1795-01-01|1795-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,,Claes,Jan,Cobbenszoon,M,,,1524 - NZHh 1524.,NZHh 1524-01-01|1524-12-31/1524-01-01|1524-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,,Dirk,Cornsz,Cock,M,,,1701 - NZHh 1701-1707†,NZHh 1701-01-01|1701-12-31/1707-01-01|1707-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,,Aert,Lambertsz,Cock,M,,,1613 - Sph 1613-1622,Sph 1613-01-01|1613-12-31/1622-01-01|1622-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,,Cornelis,,Cock Dircksz,M,,,1674 - Sph NWh 1674-1679,SphNWh 1674-01-01|1674-12-31/1679-01-01|1679-12-31,,,,,,,,,,,,,,,,,,,,,,,,,"f 100,- W18/f168v",,,,,
1639,,Gozewyn,de,Cocq,M,,,,,"1684 - luit. W. II 1684-85, luit. W. LVIII 1685-87",luit. W. II 1684-01-01|1684-12-31/1685-01-01|1685-12-31; luit. W. LVIII 1685-01-01|1685-12-31/1687-01-01|1687-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,,Carlos Antoni,,Cocq,M,,,,,1742 - kap. W. XXXII 1742-48†,kap. W. XXXII 1742-01-01|1742-12-31/1748-01-01|1748-12-31,,,,,,,,,,,,,,,,,,,,,,,,"04.000, db 3,  1 buitenpl,  ch met 2 p, W58/4496",,,,
1641,,Pieter,,Cocq Dircksz,M,,,,,1665 - luit. W. LIV 1665-78,luit. W. LIV 1665-01-01|1665-12-31/1678-01-01|1678-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,,Roelof,,Codde,M,,,1632 - Amh 1632,Amh 1632-01-01|1632-12-31/1632-01-01|1632-12-31,,,,,,,,,,,,,,,,,,,,,,,,015.000 (f. 241r.) - 75,,,,,,
1643,,Pieter,Pietersz,Codde de Jonge,M,,,1548 - NZHh 1548-1550,NZHh 1548-01-01|1548-12-31/1550-01-01|1550-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,,Claes,Jacobsz,Coeckebacker,M,,,,,,,1594-1623 R.,R. 1594-01-01|1594-12-31/1623-01-01|1623-12-31,"065 - dl. 1, p. 214 ",,,,,,,,,,,,,,,,,koopman en reder,,,,,,,,
1645,,Dirk,van,Coegelburg,M,,,,,1687 - luit. W. L 1687-98,luit. W. L 1687-01-01|1687-12-31/1698-01-01|1698-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,,Jacob,van,Coelen,M,,,"1518 - OZHh 1518-23, 1525.",OZHh 1518-01-01|1518-12-31/1523-01-01|1523-12-31; OZHh 1525-01-01|1525-12-31/1525-01-01|1525-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Mr. ,Jacob,,Coelenburgh,M,,,1661 - Amh 1661-1674†,Amh 1661-01-01|1661-12-31/1674-01-01|1674-12-31,,,,,,,,,,,1674-02-25,1674-02-25,,,,,,,,,,,,,?,,,,,
1648,,Davidt,,Coenen,M,,,,,1654 - vaand. W. XLIV 1654-61†,vaand. W. XLIV 1654-01-01|1654-12-31/1661-01-01|1661-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,,Matthys ,,Coenraetsz,M,,,1583 - Gh 1583,Gh 1583-01-01|1583-12-31/1583-01-01|1583-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,,Pieter,,Coesart de Jonge,M,,,1681 - OZHh 1681,OZHh 1681-01-01|1681-12-31/1681-01-01|1681-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,,Gerrit,Jansz,Coesvelt,M,,,"1558 - OZHh 1558, 1559; km. O.K. 1559; OZHh 1569, 1564; km. O.K. 1578",OZHh 1558-01-01|1558-12-31/1559-01-01|1559-12-31; km. O.K. 1559-01-01|1559-12-31/1559-01-01|1559-12-31; OZHh 1564-01-01|1564-12-31/1564-01-01|1564-12-31; OZHh 1569-01-01|1569-12-31/1569-01-01|1569-12-31; km. O.K. 1578-01-01|1578-12-31/1578-01-01|1578-12-31,1578 Kd,? Kd 1578-01-01|1578-12-31/1578-01-01|1578-12-31,1578 R.,R. 1578-01-01|1578-12-31/1578-01-01|1578-12-31,"009 - dl. 1, p. 25 ",,,,,,,,,,,,,,,,,korenkoper,,,,,,,,
1652,Mr. ,Jan,,Coetenburg,M,,,1655 - Gh 1655-,Gh 1655-01-01|1655-12-31/1655-01-01|1655-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,,Joan,,Coetsé,M,,,,,1748 - luit. W. VII 1748-82,luit. W. VII 1748-01-01|1748-12-31/1782-01-01|1782-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,,Arnout,van,Coevenhoven,M,,,,,1742 - vaand. W. XXIX 1742-48,vaand. W. XXIX 1742-01-01|1742-12-31/1748-01-01|1748-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,,Pieter,van de ,Colck,M,,,,,1661 - vaand. W. XVII 1661-65,vaand. W. XVII 1661-01-01|1661-12-31/1665-01-01|1665-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,,Antony ,van der,Colck,M,,,,,1662 - vaand. W. LIII 1662-63,vaand. W. LIII 1662-01-01|1662-12-31/1663-01-01|1663-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,,Jacob,van,Colen,M,,,1515 - Lh 1515-1517,Lh 1515-01-01|1515-12-31/1517-01-01|1517-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,,Henri ,,Collard,M,,,,,"1776 - vaand. W. XLVII 1776-87, 1795",vaand. W. XLVII 1776-01-01|1776-12-31/1787-01-01|1787-12-31; vaand. W. XLVII 1795-01-01|1795-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Mr.,Bauduin,van,Collen,M,,,,,1721 - kap. W. LVIII 1721-39,kap. W. LVIII 1721-01-01|1721-12-31/1739-01-01|1739-12-31,1709 C.; 1721 Sch.,C. 1709-01-01|1709-12-31/1709-01-01|1709-12-31; Sch. 1721-01-01|1721-12-31/1721-01-01|1721-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
